condition	lipid_class	go_term	go_id	term_bg_count	term_test_count	expected	fold_enrichment	p_value	p_adj_bh	overlap_genes
LIN	FA	carbohydrate metabolic process	GO:0005975	251	10	8.926157844990549	1.1203028417889902	0.4024394350512553	0.5436095037220515	SORBI_3001G026800;SORBI_3001G099100;SORBI_3001G269100;SORBI_3004G004800;SORBI_3004G028700;SORBI_3004G029400;SORBI_3004G047400;SORBI_3004G062000;SORBI_3007G179900;SORBI_3007G180450
LIN	SM	regulation of DNA-templated transcription	GO:0006355	887	8	7.021384688090738	1.1393763987278938	0.40444917237035377	0.5436095037220515	SORBI_3003G087600;SORBI_3003G088300;SORBI_3006G184700;SORBI_3006G188900;SORBI_3006G190800;SORBI_3006G194300;SORBI_3009G016633;SORBI_3010G151325
CTL	DGDG	regulation of DNA-templated transcription	GO:0006355	887	3	2.3055293005671076	1.3012196371835607	0.40986430836186427	0.5436095037220515	SORBI_3002G221400;SORBI_3009G153400;SORBI_3010G151325
CTL	PC	regulation of DNA-templated transcription	GO:0006355	887	3	2.3055293005671076	1.3012196371835607	0.40986430836186427	0.5436095037220515	SORBI_3002G221400;SORBI_3009G153400;SORBI_3010G151325
LIN	FA	amino acid biosynthetic process	GO:0008652	67	3	2.382679584120983	1.2590866266673277	0.42793370720888313	0.5514522289412592	SORBI_3001G056601;SORBI_3003G119900;SORBI_3010G214100
LIN	PC	regulation of DNA-templated transcription	GO:0006355	887	4	3.3534971644612477	1.1927846674182638	0.43577200542453576	0.5514522289412592	SORBI_3003G087600;SORBI_3003G088300;SORBI_3004G115000;SORBI_3010G151325
LIN	FA	protein ubiquitination	GO:0016567	313	12	11.131025519848771	1.0780677825777758	0.43685078904785857	0.5514522289412592	SORBI_3001G036600;SORBI_3001G039600;SORBI_3001G168800;SORBI_3001G211700;SORBI_3003G343600;SORBI_3003G388000;SORBI_3004G005000;SORBI_3006G188700;SORBI_3006G192400;SORBI_3006G194700;SORBI_3010G222000;SORBI_3010G222400
LIN	FA	response to auxin	GO:0009733	68	3	2.418241965973535	1.2405706468633966	0.43742408311225006	0.5514522289412592	SORBI_3003G324400;SORBI_3003G409000;SORBI_3010G224501
LIN	FA	mRNA processing	GO:0006397	149	6	5.298794896030246	1.1323329394189392	0.43766049915972954	0.5514522289412592	SORBI_3001G028200;SORBI_3001G402300;SORBI_3003G122000;SORBI_3004G115350;SORBI_3006G183800;SORBI_3007G059700
LIN	FA	lipid catabolic process	GO:0016042	70	3	2.489366729678639	1.2051257712387282	0.4562226633913166	0.5681780490672044	SORBI_3003G389400;SORBI_3007G158600;SORBI_3007G162200
LIN	GalCer	regulation of DNA-templated transcription	GO:0006355	887	4	3.4582939508506616	1.1566396774964982	0.45995365876868927	0.5681780490672044	SORBI_3003G087600;SORBI_3003G088300;SORBI_3004G115000;SORBI_3010G151325
LIN	PE	regulation of DNA-templated transcription	GO:0006355	887	3	2.515122873345936	1.1927846674182638	0.46747389389237265	0.5718612682566889	SORBI_3003G087600;SORBI_3003G088300;SORBI_3010G151325
LIN	FA	mRNA splicing, via spliceosome	GO:0000398	73	3	2.596053875236295	1.155600054612479	0.48391133565025685	0.5778845114332238	SORBI_3001G402300;SORBI_3004G115350;SORBI_3006G183800
LIN	FA	defense response to bacterium	GO:0042742	73	3	2.596053875236295	1.155600054612479	0.48391133565025685	0.5778845114332238	SORBI_3001G032300;SORBI_3001G032400;SORBI_3003G122000
LIN	SQDG	regulation of DNA-templated transcription	GO:0006355	887	10	9.536507561436673	1.0486019054226494	0.48706713008373204	0.5778845114332238	SORBI_3003G087600;SORBI_3003G088300;SORBI_3003G324400;SORBI_3003G324500;SORBI_3004G009600;SORBI_3006G184700;SORBI_3006G188900;SORBI_3006G190800;SORBI_3006G194300;SORBI_3010G151325
CTL	PG	regulation of DNA-templated transcription	GO:0006355	887	3	2.61991965973535	1.1450732807215331	0.4953295812284776	0.5778845114332238	SORBI_3002G221400;SORBI_3009G153400;SORBI_3010G151325
