GeneID	GeneName	conditions	layers	best_p	max_r2	max_nphen
SORBI_3006G258900	Uncharacterized protein	CTL	individual	1.177089e-09	1.0	3
SORBI_3008G189200	AB hydrolase-1 domain-containing protein	CTL	individual	1.504157e-09	1.0	3
SORBI_3006G130700	Major facilitator superfamily (MFS) profile domain-containing protein	CTL	individual	1.681835e-09	1.0	3
SORBI_3004G135300		CTL	individual	1.969553e-09	0.840739	3
SORBI_3003G355500		CTL	individual	3.343409e-09	0.568094	3
SORBI_3003G355600		CTL	individual	3.343409e-09	0.408491	3
SORBI_3003G355800		CTL	individual	3.343409e-09	0.406395	3
SORBI_3003G356200		CTL	individual	3.343409e-09	0.558445	3
SORBI_3003G356900	Uncharacterized protein	CTL	individual	3.343409e-09	0.564268	3
SORBI_3003G357000	Uncharacterized protein	CTL	individual	3.343409e-09	0.512375	3
SORBI_3003G357100	Sphingomyelin synthase-like domain-containing protein	CTL	individual	3.343409e-09	0.807236	3
SORBI_3003G357232		CTL	individual	3.343409e-09	0.674226	3
SORBI_3003G358150	Uncharacterized protein	CTL	individual	3.343409e-09	0.853557	3
SORBI_3003G358300	ubiquitinyl hydrolase 1	CTL	individual	3.343409e-09	0.913619	3
SORBI_3003G358400	Steroid 5-alpha-reductase DET2	CTL	individual	3.343409e-09	0.927171	3
SORBI_3003G360500		CTL	individual	3.343409e-09	0.446063	3
SORBI_3003G360700	Phospholipid_glycerol acyltransferase domain-containing protein	CTL	individual	3.343409e-09	0.460192	3
SORBI_3003G361100	Nematode resistance protein-like HSPRO2	CTL	individual	3.343409e-09	0.43045	3
SORBI_3006G044100	Uncharacterized protein	CTL	individual	3.352457e-09	0.830939	3
SORBI_3006G044200		CTL	individual	3.352457e-09	0.830939	3
SORBI_3006G044301		CTL	individual	3.352457e-09	0.830939	3
SORBI_3006G038700	Uncharacterized protein	CTL	individual	4.214063e-09	1.0	3
SORBI_3006G037700	CYTH domain-containing protein	CTL	individual	4.835503e-09	0.914445	3
SORBI_3006G037800	Uncharacterized protein	CTL	individual	4.835503e-09	0.609225	3
SORBI_3001G502200		CTL	individual	1.137906e-12	1.0	2
SORBI_3007G099400		CTL	individual	1.438554e-11	0.884299	2
SORBI_3007G099500		CTL	individual	1.438554e-11	0.871412	2
SORBI_3008G103132	CCHC-type domain-containing protein	CTL	individual	1.502745e-11	0.811447	2
SORBI_3004G137300	Uncharacterized protein	CTL	individual	4.325177e-11	0.907705	2
SORBI_3004G137400	Uncharacterized protein	CTL	individual	4.325177e-11	0.927636	2
SORBI_3006G034200		CTL	individual	1.797998e-10	0.963164	2
SORBI_3006G034225		CTL	individual	1.797998e-10	0.963157	2
SORBI_3006G034250		CTL	individual	1.797998e-10	0.889541	2
SORBI_3003G205200	Zinc finger FYVE domain-containing protein 26	CTL	individual	3.521525e-10	0.487053	2
SORBI_3003G205400		CTL	individual	3.521525e-10	0.570551	2
SORBI_3003G205501	Protein SYS1 homolog	CTL	individual	3.521525e-10	0.544331	2
SORBI_3003G205700	Uncharacterized protein	CTL	individual	3.521525e-10	0.630901	2
SORBI_3003G205801	Uncharacterized protein	CTL	individual	3.521525e-10	0.840964	2
SORBI_3003G205900	GDSL esterase_lipase	CTL	individual	3.521525e-10	0.827001	2
SORBI_3003G206000	Uncharacterized protein	CTL	individual	3.521525e-10	0.793709	2
SORBI_3003G206100	Uncharacterized protein	CTL	individual	3.521525e-10	0.80626	2
SORBI_3003G206200	Uncharacterized protein	CTL	individual	3.521525e-10	0.558636	2
SORBI_3003G206300	Uncharacterized protein	CTL	individual	3.521525e-10	0.965108	2
SORBI_3003G206500	Uncharacterized protein	CTL	individual	3.521525e-10	0.826614	2
SORBI_3003G206600	Btz domain-containing protein	CTL	individual	3.521525e-10	0.913857	2
SORBI_3003G206700	HMA domain-containing protein	CTL	individual	3.521525e-10	0.898374	2
SORBI_3003G206800	DUF538 family protein	CTL	individual	3.521525e-10	0.801706	2
SORBI_3003G206900	AB hydrolase-1 domain-containing protein	CTL	individual	3.521525e-10	0.573765	2
SORBI_3003G207000	DRBM domain-containing protein	CTL	individual	3.521525e-10	0.891189	2
SORBI_3003G207800		CTL	individual	3.521525e-10	0.463735	2
SORBI_3004G137000		CTL	individual	4.638982e-10	0.679556	2
SORBI_3006G050100	Protein XRI1	CTL	individual	6.456528e-10	0.879877	2
SORBI_3008G063300	Exonuclease domain-containing protein	CTL	individual	9.43796e-10	0.514336	2
SORBI_3008G063500		CTL	individual	9.43796e-10	0.426474	2
SORBI_3008G063600		CTL	individual	9.43796e-10	0.508332	2
SORBI_3008G064000	Uncharacterized protein	CTL	individual	9.43796e-10	0.666449	2
SORBI_3008G064100	Flavin-containing monooxygenase	CTL	individual	9.43796e-10	0.684508	2
SORBI_3008G064200	Uncharacterized protein	CTL	individual	9.43796e-10	0.465725	2
SORBI_3008G064250	BHLH domain-containing protein	CTL	individual	9.43796e-10	0.416575	2
SORBI_3008G064500	MalT-like TPR region domain-containing protein	CTL	individual	9.43796e-10	0.449489	2
SORBI_3008G094300	Bidirectional sugar transporter SWEET	CTL	individual	1.046417e-09	0.979251	2
SORBI_3005G143900	Ultraviolet-B receptor UVR8	CTL	individual	1.085784e-09	0.443299	2
SORBI_3005G144300		CTL	individual	1.085784e-09	0.496592	2
SORBI_3005G144400		CTL	individual	1.085784e-09	0.443746	2
SORBI_3005G144450		CTL	individual	1.085784e-09	0.443746	2
SORBI_3005G145000	THH1_TOM1_TOM3 domain-containing protein	CTL	individual	1.085784e-09	0.807614	2
SORBI_3005G145100	Phospholipase A2	CTL	individual	1.085784e-09	0.807642	2
SORBI_3006G138800	adenine phosphoribosyltransferase	CTL	individual	1.097527e-09	1.0	2
SORBI_3006G138900	Uncharacterized protein	CTL	individual	1.097527e-09	0.656294	2
SORBI_3006G139200		CTL	individual	1.097527e-09	0.614801	2
SORBI_3006G139400	Uncharacterized protein	CTL	individual	1.097527e-09	0.493245	2
SORBI_3006G139501	Uncharacterized protein	CTL	individual	1.097527e-09	0.451378	2
SORBI_3006G139900	Glycosyltransferase	CTL	individual	1.097527e-09	1.0	2
SORBI_3006G140000	Protein kinase domain-containing protein	CTL	individual	1.097527e-09	0.415285	2
SORBI_3006G140801	Uncharacterized protein	CTL	individual	1.097527e-09	0.551971	2
SORBI_3006G035400		CTL	individual	1.161106e-09	0.948851	2
SORBI_3006G035500	Fe2OG dioxygenase domain-containing protein	CTL	individual	1.161106e-09	0.954577	2
SORBI_3006G035600	Kinesin motor domain-containing protein	CTL	individual	1.161106e-09	0.952035	2
SORBI_3006G035700	Response regulatory domain-containing protein	CTL	individual	1.161106e-09	0.95481	2
SORBI_3010G141201	Transposase MuDR plant domain-containing protein	CTL	individual	1.267242e-09	0.775875	2
SORBI_3008G094150		CTL	individual	1.519131e-09	0.829629	2
SORBI_3007G112400	Exopolygalacturonase	CTL	individual	1.731969e-09	0.867572	2
SORBI_3005G102500		CTL	individual	1.922384e-09	1.0	2
SORBI_3007G140050	No apical meristem-associated C-terminal domain-containing protein	CTL	individual	1.937606e-09	0.710655	2
SORBI_3005G054600		CTL	individual	1.986563e-09	1.0	2
SORBI_3006G139600	Uncharacterized protein	CTL	individual	2.060762e-09	0.413469	2
SORBI_3004G137500		CTL	individual	2.250785e-09	0.930744	2
SORBI_3006G041700	Momilactone A synthase	CTL	individual	2.315168e-09	0.418525	2
SORBI_3007G100800		CTL	individual	2.379155e-09	0.664366	2
SORBI_3010G103000	Uncharacterized protein	CTL	individual	2.408621e-09	0.575287	2
SORBI_3009G098900		CTL	individual	2.519973e-09	0.880673	2
SORBI_3009G099000	Uncharacterized protein	CTL	individual	2.519973e-09	0.885964	2
SORBI_3009G099050	RING-type domain-containing protein	CTL	individual	2.519973e-09	0.885964	2
SORBI_3009G099100		CTL	individual	2.519973e-09	0.85497	2
SORBI_3001G318500	Glutathione S-transferase	CTL	individual	2.783649e-09	0.526481	2
SORBI_3001G318600	glutathione transferase	CTL	individual	2.783649e-09	0.548453	2
SORBI_3001G318700		CTL	individual	2.783649e-09	0.548453	2
SORBI_3001G319000		CTL	individual	2.783649e-09	0.432942	2
SORBI_3001G319300		CTL	individual	2.783649e-09	0.533407	2
SORBI_3001G319350		CTL	individual	2.783649e-09	0.489592	2
SORBI_3001G319500		CTL	individual	2.783649e-09	0.46614	2
SORBI_3001G319650		CTL	individual	2.783649e-09	0.593268	2
SORBI_3001G319800	Cytochrome P450	CTL	individual	2.783649e-09	0.5619	2
SORBI_3001G320200	phospholipase D	CTL	individual	2.783649e-09	0.513936	2
SORBI_3007G106800		CTL	individual	2.78938e-09	1.0	2
SORBI_3003G079725		CTL	individual	3.183819e-09	0.476274	2
SORBI_3003G079750		CTL	individual	3.183819e-09	0.697516	2
SORBI_3003G079775		CTL	individual	3.183819e-09	0.697516	2
SORBI_3003G079900	Protein kinase domain-containing protein	CTL	individual	3.183819e-09	0.547481	2
SORBI_3003G080000	Protein kinase domain-containing protein	CTL	individual	3.183819e-09	1.0	2
SORBI_3007G086032	CCHC-type domain-containing protein	CTL	individual	3.734675e-09	0.411134	2
SORBI_3007G086300		CTL	individual	3.734675e-09	0.83497	2
SORBI_3002G042000	Alpha_beta hydrolase fold-3 domain-containing protein	CTL	individual	3.754252e-09	0.454114	2
SORBI_3006G038350	Uncharacterized protein	CTL	individual	4.214063e-09	0.956045	2
SORBI_3006G038500		CTL	individual	4.214063e-09	0.966907	2
SORBI_3006G038600		CTL	individual	4.214063e-09	0.966907	2
SORBI_3004G228300	C2 domain-containing protein	CTL	individual	4.262269e-09	0.421485	2
SORBI_3004G230800		CTL	individual	4.262269e-09	0.439736	2
SORBI_3004G230900		CTL	individual	4.262269e-09	0.460447	2
SORBI_3006G047500	AB hydrolase-1 domain-containing protein	CTL	individual	4.275463e-09	0.460638	2
SORBI_3002G072700	Neprosin domain-containing protein	CTL	individual	4.54345e-09	0.708881	2
SORBI_3002G073000	Uncharacterized protein	CTL	individual	4.54345e-09	0.830052	2
SORBI_3002G073100	Uncharacterized protein	CTL	individual	4.54345e-09	0.408453	2
SORBI_3002G073200	Uncharacterized protein	CTL	individual	4.54345e-09	0.83655	2
SORBI_3006G037300	CASP-like protein 2A1	CTL	individual	4.835503e-09	0.809504	2
SORBI_3006G037500	Lipase	CTL	individual	4.835503e-09	0.438584	2
SORBI_3006G037600		CTL	individual	4.835503e-09	0.553968	2
SORBI_3006G037650		CTL	individual	4.835503e-09	0.900136	2
SORBI_3009G019400	Uncharacterized protein	CTL	individual	4.943539e-09	0.616387	2
SORBI_3009G019550	Uncharacterized protein	CTL	individual	4.943539e-09	1.0	2
SORBI_3009G020700	Ubiquitin-like domain-containing protein	CTL	individual	4.943539e-09	0.683499	2
SORBI_3009G020800	Uncharacterized protein	CTL	individual	4.943539e-09	0.465082	2
SORBI_3003G165800	Glycosyl transferase family 28 C-terminal domain-containing protein	CTL	individual	5.811702e-09	0.604548	2
SORBI_3003G166001		CTL	individual	5.811702e-09	0.957074	2
SORBI_3009G140600	AB hydrolase-1 domain-containing protein	CTL	individual	7.46706e-09	0.62391	2
SORBI_3009G140700	PHD finger protein ALFIN-LIKE	CTL	individual	7.46706e-09	0.632543	2
SORBI_3009G140800	Protein root UVB sensitive 6	CTL	individual	7.46706e-09	0.632543	2
SORBI_3006G036500	Uncharacterized protein	CTL	individual	7.718894e-09	0.844707	2
SORBI_3006G036566	Transposase Tnp1_En_Spm-like domain-containing protein	CTL	individual	7.718894e-09	0.740234	2
SORBI_3006G036632	CCHC-type domain-containing protein	CTL	individual	7.718894e-09	0.871983	2
SORBI_3006G036700		CTL	individual	7.718894e-09	0.70497	2
SORBI_3001G222550		CTL	individual	7.838417e-09	0.418988	2
SORBI_3004G139400		CTL	individual	4.314417e-15	1.0	1
SORBI_3004G139700		CTL	individual	3.496251e-12	0.894611	1
SORBI_3004G139800		CTL	individual	3.496251e-12	0.894611	1
SORBI_3004G139900		CTL	individual	3.496251e-12	0.773994	1
SORBI_3004G140000	BHLH domain-containing protein	CTL	individual	3.496251e-12	0.782855	1
SORBI_3002G154400		CTL	individual	6.118114e-12	1.0	1
SORBI_3008G103500	Uncharacterized protein	CTL	individual	1.502745e-11	0.900455	1
SORBI_3001G460300		CTL	individual	2.875279e-11	0.428571	1
SORBI_3010G061700	SAM domain-containing protein	CTL	individual	3.053269e-11	0.605896	1
SORBI_3010G061800	Nodulin-like domain-containing protein	CTL	individual	3.053269e-11	0.525068	1
SORBI_3010G061900	Uncharacterized protein	CTL	individual	3.053269e-11	0.60571	1
SORBI_3010G062000	Uncharacterized protein	CTL	individual	3.053269e-11	0.414	1
SORBI_3010G192600	TBCC domain-containing protein 1	CTL	individual	1.931837e-10	0.496365	1
SORBI_3010G192800	Uncharacterized protein	CTL	individual	1.931837e-10	0.406522	1
SORBI_3010G193300		CTL	individual	1.931837e-10	0.54757	1
SORBI_3010G194001	Uncharacterized protein	CTL	individual	1.931837e-10	0.620287	1
SORBI_3010G194500	Expansin	CTL	individual	1.931837e-10	0.606216	1
SORBI_3010G194600	CW-type domain-containing protein	CTL	individual	1.931837e-10	0.65718	1
SORBI_3010G194700	ARID domain-containing protein	CTL	individual	1.931837e-10	0.895003	1
SORBI_3010G194900	BZIP domain-containing protein	CTL	individual	1.931837e-10	0.629563	1
SORBI_3010G195000	SEC7 domain-containing protein	CTL	individual	1.931837e-10	0.629563	1
SORBI_3010G195200	DCD domain-containing protein	CTL	individual	1.931837e-10	0.549647	1
SORBI_3010G151050	Uncharacterized protein	CTL	individual	2.054052e-10	0.883987	1
SORBI_3010G151100	Uncharacterized protein	CTL	individual	2.054052e-10	0.883959	1
SORBI_3006G187700	Uncharacterized protein	CTL	individual	2.064514e-10	0.420193	1
SORBI_3006G187800	Uncharacterized protein	CTL	individual	2.064514e-10	0.420764	1
SORBI_3005G007700		CTL	individual	2.260693e-10	1.0	1
SORBI_3002G322400	Thioredoxin domain-containing protein	CTL	individual	2.838561e-10	0.415749	1
SORBI_3002G322800	WAT1-related protein	CTL	individual	2.838561e-10	0.856414	1
SORBI_3001G264000	Enoyl reductase (ER) domain-containing protein	CTL	individual	3.891434e-10	0.64599	1
SORBI_3001G264100	Uncharacterized protein	CTL	individual	3.891434e-10	0.480447	1
SORBI_3006G048700		CTL	individual	4.059633e-10	0.818787	1
SORBI_3002G091200	Pectinesterase inhibitor domain-containing protein	CTL	individual	4.402201e-10	0.681271	1
SORBI_3002G091300	Pectinesterase inhibitor domain-containing protein	CTL	individual	4.402201e-10	0.703248	1
SORBI_3002G091400	Cytochrome P450	CTL	individual	4.402201e-10	0.772857	1
SORBI_3002G091500	AB hydrolase-1 domain-containing protein	CTL	individual	4.402201e-10	0.661725	1
SORBI_3002G091600	S-adenosyl-L-methionine-dependent methyltransferase	CTL	individual	4.402201e-10	0.747942	1
SORBI_3002G091700	MLO-like protein	CTL	individual	4.402201e-10	1.0	1
SORBI_3002G091900	Uncharacterized protein	CTL	individual	4.402201e-10	1.0	1
SORBI_3002G092050	Pentacotripeptide-repeat region of PRORP domain-containing protein	CTL	individual	4.402201e-10	1.0	1
SORBI_3002G092300	Probable cytosolic iron-sulfur protein assembly protein CIAO1 homolog	CTL	individual	4.402201e-10	1.0	1
SORBI_3001G496100		CTL	individual	4.642585e-10	0.834656	1
SORBI_3001G496700		CTL	individual	4.642585e-10	0.436485	1
SORBI_3001G496800		CTL	individual	4.642585e-10	0.564194	1
SORBI_3001G496900		CTL	individual	4.642585e-10	0.595567	1
SORBI_3001G497100		CTL	individual	4.642585e-10	0.502635	1
SORBI_3001G497200		CTL	individual	4.642585e-10	0.504108	1
SORBI_3001G497300		CTL	individual	4.642585e-10	0.516607	1
SORBI_3001G499500		CTL	individual	4.642585e-10	0.911975	1
SORBI_3001G501000	Transcription factor-like protein DPB	CTL	individual	4.642585e-10	0.53232	1
SORBI_3001G418650	Uncharacterized protein	CTL	individual	4.966665e-10	0.425603	1
SORBI_3001G418800	BGGP Beta-1-3-galactosyl-O-glycosyl-glycoprotein	CTL	individual	4.966665e-10	1.0	1
SORBI_3001G419000	Heat shock protein 70	CTL	individual	4.966665e-10	0.642074	1
SORBI_3001G419100	Uncharacterized protein	CTL	individual	4.966665e-10	0.645259	1
SORBI_3001G419200	Heat shock protein 70	CTL	individual	4.966665e-10	0.980787	1
SORBI_3001G419300	Heat shock protein 70	CTL	individual	4.966665e-10	1.0	1
SORBI_3001G419600		CTL	individual	4.966665e-10	0.462165	1
SORBI_3001G420300		CTL	individual	4.966665e-10	0.505929	1
SORBI_3007G122000	MBD domain-containing protein	CTL	individual	5.244274e-10	0.819981	1
SORBI_3002G205300	Uncharacterized protein	CTL	individual	6.099188e-10	1.0	1
SORBI_3002G205500	Cellulose synthase	CTL	individual	6.099188e-10	0.409824	1
SORBI_3010G126900	Protein kinase domain-containing protein	CTL	individual	7.169849e-10	0.434257	1
SORBI_3004G104000	Pentacotripeptide-repeat region of PRORP domain-containing protein	CTL	individual	8.011247e-10	0.895008	1
SORBI_3004G104500	Pentacotripeptide-repeat region of PRORP domain-containing protein	CTL	individual	8.011247e-10	0.702947	1
SORBI_3004G104600	Pentacotripeptide-repeat region of PRORP domain-containing protein	CTL	individual	8.011247e-10	0.544726	1
SORBI_3006G140400	DNA mismatch repair proteins mutS family domain-containing protein	CTL	individual	9.811013e-10	0.653182	1
SORBI_3006G140500	Protein LOW PSII ACCUMULATION 1, chloroplastic	CTL	individual	9.811013e-10	1.0	1
SORBI_3009G234400		CTL	individual	1.01332e-09	0.423409	1
SORBI_3009G234800	Peptidase A1 domain-containing protein	CTL	individual	1.01332e-09	0.425511	1
SORBI_3009G235000	Uncharacterized protein	CTL	individual	1.01332e-09	0.447168	1
SORBI_3009G235900	Major facilitator superfamily (MFS) profile domain-containing protein	CTL	individual	1.01332e-09	0.548025	1
SORBI_3009G237100	Sodium_metabolite cotransporter BASS4, chloroplastic	CTL	individual	1.01332e-09	0.441009	1
SORBI_3009G237200	60S ribosomal protein L13	CTL	individual	1.01332e-09	0.458695	1
SORBI_3009G237300	Uncharacterized protein	CTL	individual	1.01332e-09	0.41891	1
SORBI_3004G174900		CTL	individual	1.026088e-09	0.409651	1
SORBI_3004G175300	DNA-(apurinic or apyrimidinic site) lyase	CTL	individual	1.026088e-09	0.919091	1
SORBI_3004G175400		CTL	individual	1.026088e-09	1.0	1
SORBI_3004G175500	L-ascorbate peroxidase	CTL	individual	1.026088e-09	0.919091	1
SORBI_3004G175600	Uncharacterized protein	CTL	individual	1.026088e-09	0.496548	1
SORBI_3004G175700	Transcriptional coactivator p15 (PC4) C-terminal domain-containing protein	CTL	individual	1.026088e-09	0.481587	1
SORBI_3004G175800	Uncharacterized protein	CTL	individual	1.026088e-09	0.552185	1
SORBI_3004G176000	Histone-lysine N-methyltransferase ASHH2	CTL	individual	1.026088e-09	0.427998	1
SORBI_3004G176200	SAC domain-containing protein	CTL	individual	1.026088e-09	0.473113	1
SORBI_3008G012200	RNA polymerase subunit H_Rpb5 C-terminal domain-containing protein	CTL	individual	1.271972e-09	1.0	1
SORBI_3006G061000	Pentacotripeptide-repeat region of PRORP domain-containing protein	CTL	individual	1.316015e-09	1.0	1
SORBI_3001G196600	Serine protease EDA2	CTL	individual	1.330661e-09	0.624232	1
SORBI_3001G197300	Receptor-like serine_threonine-protein kinase	CTL	individual	1.330661e-09	1.0	1
SORBI_3010G197300		CTL	individual	1.428977e-09	0.810098	1
SORBI_3010G197566	Uncharacterized protein	CTL	individual	1.428977e-09	0.811038	1
SORBI_3010G198000	tryptophan synthase	CTL	individual	1.428977e-09	0.441575	1
SORBI_3010G131950	Uncharacterized protein	CTL	individual	1.554227e-09	0.64624	1
SORBI_3005G110040		CTL	individual	1.958565e-09	0.671436	1
SORBI_3009G222000	Bifunctional inhibitor_plant lipid transfer protein_seed storage helical domain-containing protein	CTL	individual	1.962411e-09	0.450337	1
